"CubeId";"devkum"
"PublishingDate";"2022-11-01 14:30"

"Date";"D0";"D1";"Value"
"2014-05";"M0";"ZAR1";"0.0853"
"2014-05";"M0";"JPY100";"0.87245"
"2014-05";"M0";"AUD1";"0.82653"
"2014-05";"M0";"CNY100";"14.42173"
"2014-05";"M0";"HKD100";"11.45411"
"2014-05";"M0";"KRW100";"0.0866"
"2014-05";"M0";"MYR100";"27.4859"
"2014-05";"M0";"NZD1";"0.7643"
"2014-05";"M0";"SGD1";"0.7094"
"2014-05";"M0";"THB100";"2.73"
"2014-06";"M0";"EUR1";"1.2181"
"2014-06";"M0";"GBP1";"1.5147"
"2014-06";"M0";"DKK100";"16.33"
"2014-06";"M0";"NOK100";"14.83"
"2014-06";"M0";"CZK100";"4.4362"
"2014-06";"M0";"HUF100";"0.3982"
"2014-06";"M0";"PLN100";"29.4529"
"2014-06";"M0";"RUB1";"0.026"
"2014-06";"M0";"SEK100";"13.4038"
"2014-06";"M0";"TRY100";"42.28143"
"2014-06";"M0";"USD1";"0.896"
"2014-06";"M0";"CAD1";"0.827"
"2014-06";"M0";"ARS1";"11.0286"
"2014-06";"M0";"BRL100";"40.0762"
"2014-06";"M0";"MXN100";"6.8995"
"2014-06";"M0";"ZAR1";"0.0839"
"2014-06";"M0";"JPY100";"0.87791"
"2014-06";"M0";"AUD1";"0.8392"
"2014-06";"M0";"CNY100";"14.55052"
"2014-06";"M0";"HKD100";"11.55842"
"2014-06";"M0";"KRW100";"0.0879"
"2014-06";"M0";"MYR100";"27.8248"
"2014-06";"M0";"NZD1";"0.7725"
"2014-06";"M0";"SGD1";"0.7159"
"2014-06";"M0";"THB100";"2.7553"
"2014-07";"M0";"EUR1";"1.215"
"2014-07";"M0";"GBP1";"1.5316"
"2014-07";"M0";"DKK100";"16.2939"
"2014-07";"M0";"NOK100";"14.4757"
"2014-07";"M0";"CZK100";"4.4244"
"2014-07";"M0";"HUF100";"0.3922"
"2014-07";"M0";"PLN100";"29.3126"
"2014-07";"M0";"RUB1";"0.0258"
"2014-07";"M0";"SEK100";"13.1583"
"2014-07";"M0";"TRY100";"42.32609"
"2014-07";"M0";"USD1";"0.8969"
"2014-07";"M0";"CAD1";"0.8361"
"2014-07";"M0";"ARS1";"10.9978"
"2014-07";"M0";"BRL100";"40.3652"
"2014-07";"M0";"MXN100";"6.9109"
"2014-07";"M0";"ZAR1";"0.0841"
"2014-07";"M0";"JPY100";"0.88186"
"2014-07";"M0";"AUD1";"0.84218"
"2014-07";"M0";"CNY100";"14.58257"
"2014-07";"M0";"HKD100";"11.57258"
"2014-07";"M0";"KRW100";"0.0878"
"2014-07";"M0";"MYR100";"28.173"
"2014-07";"M0";"NZD1";"0.7795"
"2014-07";"M0";"SGD1";"0.7217"
"2014-07";"M0";"THB100";"2.7932"
"2014-08";"M0";"EUR1";"1.2119"
"2014-08";"M0";"GBP1";"1.5201"
"2014-08";"M0";"DKK100";"16.2548"
"2014-08";"M0";"NOK100";"14.6819"
"2014-08";"M0";"CZK100";"4.3579"
"2014-08";"M0";"HUF100";"0.3862"
"2014-08";"M0";"PLN100";"28.9138"
"2014-08";"M0";"RUB1";"0.0252"
"2014-08";"M0";"SEK100";"13.189"
"2014-08";"M0";"TRY100";"42.09143"
"2014-08";"M0";"USD1";"0.9098"
"2014-08";"M0";"CAD1";"0.8327"
"2014-08";"M0";"ARS1";"10.9538"
"2014-08";"M0";"BRL100";"40.1048"
"2014-08";"M0";"MXN100";"6.92"
"2014-08";"M0";"ZAR1";"0.0853"
"2014-08";"M0";"JPY100";"0.88371"
"2014-08";"M0";"AUD1";"0.84672"
"2014-08";"M0";"CNY100";"14.76962"
"2014-08";"M0";"HKD100";"11.73871"
"2014-08";"M0";"KRW100";"0.0888"
"2014-08";"M0";"MYR100";"28.6295"
"2014-08";"M0";"NZD1";"0.7675"
"2014-08";"M0";"SGD1";"0.7288"
"2014-08";"M0";"THB100";"2.8419"
"2014-09";"M0";"EUR1";"1.2077"
"2014-09";"M0";"GBP1";"1.5254"
"2014-09";"M0";"DKK100";"16.2218"
"2014-09";"M0";"NOK100";"14.7595"
"2014-09";"M0";"CZK100";"4.3754"
"2014-09";"M0";"HUF100";"0.3856"
"2014-09";"M0";"PLN100";"28.8173"
"2014-09";"M0";"RUB1";"0.0246"
"2014-09";"M0";"SEK100";"13.1327"
"2014-09";"M0";"TRY100";"42.30545"
"2014-09";"M0";"USD1";"0.9354"
"2014-09";"M0";"CAD1";"0.8501"
"2014-09";"M0";"ARS1";"11.1127"
"2014-09";"M0";"BRL100";"40.2182"
"2014-09";"M0";"MXN100";"7.0705"
"2014-09";"M0";"ZAR1";"0.0852"
"2014-09";"M0";"JPY100";"0.87239"
"2014-09";"M0";"AUD1";"0.84705"
"2014-09";"M0";"CNY100";"15.21673"
"2014-09";"M0";"HKD100";"12.06497"
"2014-09";"M0";"KRW100";"0.0903"
"2014-09";"M0";"MYR100";"29.0664"
"2014-09";"M0";"NZD1";"0.7618"
"2014-09";"M0";"SGD1";"0.7406"
"2014-09";"M0";"THB100";"2.9052"
"2014-10";"M0";"EUR1";"1.2078"
"2014-10";"M0";"GBP1";"1.5308"
"2014-10";"M0";"DKK100";"16.2222"
"2014-10";"M0";"NOK100";"14.5361"
"2014-10";"M0";"CZK100";"4.3777"
"2014-10";"M0";"HUF100";"0.3924"
"2014-10";"M0";"PLN100";"28.7165"
"2014-10";"M0";"RUB1";"0.0233"
"2014-10";"M0";"SEK100";"13.1578"
"2014-10";"M0";"TRY100";"42.23696"
"2014-10";"M0";"USD1";"0.9526"
"2014-10";"M0";"CAD1";"0.8494"
"2014-10";"M0";"ARS1";"11.2296"
"2014-10";"M0";"BRL100";"38.9043"
"2014-10";"M0";"MXN100";"7.073"
"2014-10";"M0";"ZAR1";"0.0861"
"2014-10";"M0";"JPY100";"0.88157"
"2014-10";"M0";"AUD1";"0.83638"
"2014-10";"M0";"CNY100";"15.50278"
"2014-10";"M0";"HKD100";"12.27818"
"2014-10";"M0";"KRW100";"0.0897"
"2014-10";"M0";"MYR100";"29.1257"
"2014-10";"M0";"NZD1";"0.7504"
"2014-10";"M0";"SGD1";"0.7473"
"2014-10";"M0";"THB100";"2.9337"
"2014-11";"M0";"EUR1";"1.2026"
"2014-11";"M0";"GBP1";"1.5219"
"2014-11";"M0";"DKK100";"16.16"
"2014-11";"M0";"NOK100";"14.158"
"2014-11";"M0";"CZK100";"4.3451"
"2014-11";"M0";"HUF100";"0.3919"
"2014-11";"M0";"PLN100";"28.5465"
"2014-11";"M0";"RUB1";"0.0209"
"2014-11";"M0";"SEK100";"13.016"
"2014-11";"M0";"TRY100";"43.1265"
"2014-11";"M0";"USD1";"0.9646"
"2014-11";"M0";"CAD1";"0.8508"
"2014-11";"M0";"ARS1";"11.3295"
"2014-11";"M0";"BRL100";"37.89"
"2014-11";"M0";"MXN100";"7.088"
"2014-11";"M0";"ZAR1";"0.0869"
"2014-11";"M0";"JPY100";"0.82948"
"2014-11";"M0";"AUD1";"0.83351"
"2014-11";"M0";"CNY100";"15.6972"
"2014-11";"M0";"HKD100";"12.43904"
"2014-11";"M0";"KRW100";"0.0878"
"2014-11";"M0";"MYR100";"28.7995"
"2014-11";"M0";"NZD1";"0.755"
"2014-11";"M0";"SGD1";"0.7437"
"2014-11";"M0";"THB100";"2.9394"
"2014-12";"M0";"EUR1";"1.2024"
"2014-12";"M0";"GBP1";"1.5256"
"2014-12";"M0";"DKK100";"16.1609"
"2014-12";"M0";"NOK100";"13.3726"
"2014-12";"M0";"CZK100";"4.3498"
"2014-12";"M0";"HUF100";"0.3865"
"2014-12";"M0";"PLN100";"28.4648"
"2014-12";"M0";"RUB1";"0.0174"
"2014-12";"M0";"SEK100";"12.7835"
"2014-12";"M0";"TRY100";"42.55565"
"2014-12";"M0";"USD1";"0.9759"
"2014-12";"M0";"CAD1";"0.846"
"2014-12";"M0";"ARS1";"11.4187"
"2014-12";"M0";"BRL100";"36.9304"
"2014-12";"M0";"MXN100";"6.7287"
"2014-12";"M0";"ZAR1";"0.0849"
"2014-12";"M0";"JPY100";"0.8171"
"2014-12";"M0";"AUD1";"0.80502"
"2014-12";"M0";"CNY100";"15.95091"
"2014-12";"M0";"HKD100";"12.5837"
"2014-12";"M0";"KRW100";"0.0885"
"2014-12";"M0";"MYR100";"28.0352"
"2014-12";"M0";"NZD1";"0.7575"
"2014-12";"M0";"SGD1";"0.7418"
"2014-12";"M0";"THB100";"2.9638"
"2015-01";"M0";"EUR1";"1.0983"
"2015-01";"M0";"GBP1";"1.4241"
"2015-01";"M0";"DKK100";"14.8409"
"2015-01";"M0";"NOK100";"12.3145"
"2015-01";"M0";"CZK100";"3.9589"
"2015-01";"M0";"HUF100";"0.3468"
"2015-01";"M0";"PLN100";"25.775"
"2015-01";"M0";"RUB1";"0.0147"
"2015-01";"M0";"SEK100";"11.7118"
"2015-01";"M0";"TRY100";"40.67091"
"2015-01";"M0";"USD1";"0.9422"
"2015-01";"M0";"CAD1";"0.7857"
"2015-01";"M0";"ARS1";"11.0173"
"2015-01";"M0";"BRL100";"35.7409"
"2015-01";"M0";"MXN100";"6.3832"
"2015-01";"M0";"ZAR1";"0.0813"
"2015-01";"M0";"JPY100";"0.79378"
"2015-01";"M0";"AUD1";"0.75979"
"2015-01";"M0";"CNY100";"15.41714"
"2015-01";"M0";"HKD100";"12.20181"
"2015-01";"M0";"KRW100";"0.0869"
"2015-01";"M0";"MYR100";"26.2382"
"2015-01";"M0";"NZD1";"0.7197"
"2015-01";"M0";"SGD1";"0.7081"
"2015-01";"M0";"THB100";"2.8821"
"2015-02";"M0";"EUR1";"1.0623"
"2015-02";"M0";"GBP1";"1.4328"
"2015-02";"M0";"DKK100";"14.2605"
"2015-02";"M0";"NOK100";"12.3235"
"2015-02";"M0";"CZK100";"3.8464"
"2015-02";"M0";"HUF100";"0.3461"
"2015-02";"M0";"PLN100";"25.4235"
"2015-02";"M0";"RUB1";"0.0146"
"2015-02";"M0";"SEK100";"11.1955"
"2015-02";"M0";"TRY100";"37.986"
"2015-02";"M0";"USD1";"0.9353"
"2015-02";"M0";"CAD1";"0.7477"
"2015-02";"M0";"ARS1";"10.773"
"2015-02";"M0";"BRL100";"33.285"
"2015-02";"M0";"MXN100";"6.274"
"2015-02";"M0";"ZAR1";"0.0808"
"2015-02";"M0";"JPY100";"0.78817"
"2015-02";"M0";"AUD1";"0.72853"
"2015-02";"M0";"CNY100";"15.25755"
"2015-02";"M0";"HKD100";"12.05854"
"2015-02";"M0";"KRW100";"0.0849"
"2015-02";"M0";"MYR100";"25.978"
"2015-02";"M0";"NZD1";"0.6966"
"2015-02";"M0";"SGD1";"0.69"
"2015-02";"M0";"THB100";"2.8701"
"2015-03";"M0";"EUR1";"1.0609"
"2015-03";"M0";"GBP1";"1.4679"
"2015-03";"M0";"DKK100";"14.2232"
"2015-03";"M0";"NOK100";"12.2782"
"2015-03";"M0";"CZK100";"3.8741"
"2015-03";"M0";"HUF100";"0.3498"
"2015-03";"M0";"PLN100";"25.7023"
"2015-03";"M0";"RUB1";"0.0163"
"2015-03";"M0";"SEK100";"11.485"
"2015-03";"M0";"TRY100";"37.82545"
"2015-03";"M0";"USD1";"0.9798"
"2015-03";"M0";"CAD1";"0.7769"
"2015-03";"M0";"ARS1";"11.1595"
"2015-03";"M0";"BRL100";"31.3045"
"2015-03";"M0";"MXN100";"6.4364"
"2015-03";"M0";"ZAR1";"0.0812"
"2015-03";"M0";"JPY100";"0.81381"
"2015-03";"M0";"AUD1";"0.75735"
"2015-03";"M0";"CNY100";"15.93818"
"2015-03";"M0";"HKD100";"12.62967"
"2015-03";"M0";"KRW100";"0.0879"
"2015-03";"M0";"MYR100";"26.6036"
"2015-03";"M0";"NZD1";"0.7312"
"2015-03";"M0";"SGD1";"0.7114"
"2015-03";"M0";"THB100";"3.0008"
"2015-04";"M0";"EUR1";"1.0382"
"2015-04";"M0";"GBP1";"1.4362"
"2015-04";"M0";"DKK100";"13.9055"
"2015-04";"M0";"NOK100";"12.1745"
"2015-04";"M0";"CZK100";"3.7829"
"2015-04";"M0";"HUF100";"0.3466"
"2015-04";"M0";"PLN100";"25.785"
"2015-04";"M0";"RUB1";"0.0182"
"2015-04";"M0";"SEK100";"11.1318"
"2015-04";"M0";"TRY100";"36.2"
"2015-04";"M0";"USD1";"0.9621"
"2015-04";"M0";"CAD1";"0.7781"
"2015-04";"M0";"ARS1";"10.8527"
"2015-04";"M0";"BRL100";"31.5273"
"2015-04";"M0";"MXN100";"6.3227"
"2015-04";"M0";"ZAR1";"0.0801"
"2015-04";"M0";"JPY100";"0.80464"
"2015-04";"M0";"AUD1";"0.74287"
"2015-04";"M0";"CNY100";"15.65341"
"2015-04";"M0";"HKD100";"12.41342"
"2015-04";"M0";"KRW100";"0.0885"
"2015-04";"M0";"MYR100";"26.4759"
"2015-04";"M0";"NZD1";"0.7291"
"2015-04";"M0";"SGD1";"0.7128"
"2015-04";"M0";"THB100";"2.9572"
"2015-05";"M0";"EUR1";"1.0398"
"2015-05";"M0";"GBP1";"1.4401"
"2015-05";"M0";"DKK100";"13.9376"
"2015-05";"M0";"NOK100";"12.3586"
"2015-05";"M0";"CZK100";"3.7937"
"2015-05";"M0";"HUF100";"0.3396"
"2015-05";"M0";"PLN100";"25.4862"
"2015-05";"M0";"RUB1";"0.0184"
"2015-05";"M0";"SEK100";"11.1805"
"2015-05";"M0";"TRY100";"35.2119"
"2015-05";"M0";"USD1";"0.9316"
"2015-05";"M0";"CAD1";"0.7656"
"2015-05";"M0";"ARS1";"10.4057"
"2015-05";"M0";"BRL100";"30.5333"
"2015-05";"M0";"MXN100";"6.1048"
"2015-05";"M0";"ZAR1";"0.0778"
"2015-05";"M0";"JPY100";"0.77161"
"2015-05";"M0";"AUD1";"0.73516"
"2015-05";"M0";"CNY100";"15.25"
"2015-05";"M0";"HKD100";"12.01701"
"2015-05";"M0";"KRW100";"0.0852"
"2015-05";"M0";"MYR100";"25.8543"
"2015-05";"M0";"NZD1";"0.6884"
"2015-05";"M0";"SGD1";"0.6981"
"2015-05";"M0";"THB100";"2.7784"
"2015-06";"M0";"EUR1";"1.0448"
"2015-06";"M0";"GBP1";"1.4495"
"2015-06";"M0";"DKK100";"14.005"
"2015-06";"M0";"NOK100";"11.9291"
"2015-06";"M0";"CZK100";"3.8244"
"2015-06";"M0";"HUF100";"0.3348"
"2015-06";"M0";"PLN100";"25.105"
"2015-06";"M0";"RUB1";"0.0171"
"2015-06";"M0";"SEK100";"11.2655"
"2015-06";"M0";"TRY100";"34.42682"
"2015-06";"M0";"USD1";"0.9319"
"2015-06";"M0";"CAD1";"0.754"
"2015-06";"M0";"ARS1";"10.2968"
"2015-06";"M0";"BRL100";"29.9091"
"2015-06";"M0";"MXN100";"6.0218"
"2015-06";"M0";"ZAR1";"0.0756"
"2015-06";"M0";"JPY100";"0.75341"
"2015-06";"M0";"AUD1";"0.71895"
"2015-06";"M0";"CNY100";"15.23964"
"2015-06";"M0";"HKD100";"12.01814"
"2015-06";"M0";"KRW100";"0.0837"
"2015-06";"M0";"MYR100";"24.9195"
"2015-06";"M0";"NZD1";"0.6511"
"2015-06";"M0";"SGD1";"0.6924"
"2015-06";"M0";"THB100";"2.7615"
"2015-07";"M0";"EUR1";"1.0488"
"2015-07";"M0";"GBP1";"1.4828"
"2015-07";"M0";"DKK100";"14.0552"
"2015-07";"M0";"NOK100";"11.7348"
"2015-07";"M0";"CZK100";"3.8698"
"2015-07";"M0";"HUF100";"0.3368"
"2015-07";"M0";"PLN100";"25.2443"
"2015-07";"M0";"RUB1";"0.0166"
"2015-07";"M0";"SEK100";"11.1783"
"2015-07";"M0";"TRY100";"35.28913"
"2015-07";"M0";"USD1";"0.953"
"2015-07";"M0";"CAD1";"0.7423"
"2015-07";"M0";"ARS1";"10.4217"
"2015-07";"M0";"BRL100";"29.6652"
"2015-07";"M0";"MXN100";"5.9804"
"2015-07";"M0";"ZAR1";"0.0765"
"2015-07";"M0";"JPY100";"0.77238"
"2015-07";"M0";"AUD1";"0.70652"
"2015-07";"M0";"CNY100";"15.60343"
"2015-07";"M0";"HKD100";"12.2932"
"2015-07";"M0";"KRW100";"0.0831"
"2015-07";"M0";"MYR100";"25.0617"
"2015-07";"M0";"NZD1";"0.6338"
"2015-07";"M0";"SGD1";"0.7"
"2015-07";"M0";"THB100";"2.7744"
"2015-08";"M0";"EUR1";"1.0782"
"2015-08";"M0";"GBP1";"1.5102"
"2015-08";"M0";"DKK100";"14.4452"
"2015-08";"M0";"NOK100";"11.7362"
"2015-08";"M0";"CZK100";"3.9865"
"2015-08";"M0";"HUF100";"0.3461"
"2015-08";"M0";"PLN100";"25.701"
"2015-08";"M0";"RUB1";"0.0147"
"2015-08";"M0";"SEK100";"11.3314"
"2015-08";"M0";"TRY100";"33.95381"
"2015-08";"M0";"USD1";"0.9681"
"2015-08";"M0";"CAD1";"0.7364"
"2015-08";"M0";"ARS1";"10.47"
"2015-08";"M0";"BRL100";"27.6476"
"2015-08";"M0";"MXN100";"5.8543"
"2015-08";"M0";"ZAR1";"0.075"
"2015-08";"M0";"JPY100";"0.78583"
"2015-08";"M0";"AUD1";"0.7061"
"2015-08";"M0";"CNY100";"15.3691"
"2015-08";"M0";"HKD100";"12.48798"
"2015-08";"M0";"KRW100";"0.082"
"2015-08";"M0";"MYR100";"23.8567"
"2015-08";"M0";"NZD1";"0.6339"
"2015-08";"M0";"SGD1";"0.6923"
"2015-08";"M0";"THB100";"2.7323"
"2015-09";"M0";"EUR1";"1.0918"
"2015-09";"M0";"GBP1";"1.4918"
"2015-09";"M0";"DKK100";"14.6345"
"2015-09";"M0";"NOK100";"11.7273"
"2015-09";"M0";"CZK100";"4.0299"
"2015-09";"M0";"HUF100";"0.3488"
"2015-09";"M0";"PLN100";"25.8818"
"2015-09";"M0";"RUB1";"0.0146"
"2015-09";"M0";"SEK100";"11.6186"
"2015-09";"M0";"TRY100";"32.21773"
"2015-09";"M0";"USD1";"0.9716"
"2015-09";"M0";"CAD1";"0.7328"
"2015-09";"M0";"ARS1";"10.3759"
"2015-09";"M0";"BRL100";"25.0091"
"2015-09";"M0";"MXN100";"5.7732"
"2015-09";"M0";"ZAR1";"0.0713"
"2015-09";"M0";"JPY100";"0.80906"
"2015-09";"M0";"AUD1";"0.68602"
"2015-09";"M0";"CNY100";"15.26914"
"2015-09";"M0";"HKD100";"12.5369"
"2015-09";"M0";"KRW100";"0.0819"
"2015-09";"M0";"MYR100";"22.58"
"2015-09";"M0";"NZD1";"0.6153"
"2015-09";"M0";"SGD1";"0.6868"
"2015-09";"M0";"THB100";"2.6972"
"2015-10";"M0";"EUR1";"1.0879"
"2015-10";"M0";"GBP1";"1.4847"
"2015-10";"M0";"DKK100";"14.5818"
"2015-10";"M0";"NOK100";"11.7127"
"2015-10";"M0";"CZK100";"4.0125"
"2015-10";"M0";"HUF100";"0.3497"
"2015-10";"M0";"PLN100";"25.605"
"2015-10";"M0";"RUB1";"0.0153"
"2015-10";"M0";"SEK100";"11.6423"
"2015-10";"M0";"TRY100";"33.06727"
"2015-10";"M0";"USD1";"0.9681"
"2015-10";"M0";"CAD1";"0.7408"
"2015-10";"M0";"ARS1";"10.2259"
"2015-10";"M0";"BRL100";"24.9364"
"2015-10";"M0";"MXN100";"5.8395"
"2015-10";"M0";"ZAR1";"0.0717"
"2015-10";"M0";"JPY100";"0.80682"
"2015-10";"M0";"AUD1";"0.69806"
"2015-10";"M0";"CNY100";"15.25045"
"2015-10";"M0";"HKD100";"12.49221"
"2015-10";"M0";"KRW100";"0.0845"
"2015-10";"M0";"MYR100";"22.7564"
"2015-10";"M0";"NZD1";"0.6477"
"2015-10";"M0";"SGD1";"0.6912"
"2015-10";"M0";"THB100";"2.7125"
"2015-11";"M0";"EUR1";"1.083"
"2015-11";"M0";"GBP1";"1.5332"
"2015-11";"M0";"DKK100";"14.5176"
"2015-11";"M0";"NOK100";"11.689"
"2015-11";"M0";"CZK100";"4.0042"
"2015-11";"M0";"HUF100";"0.3469"
"2015-11";"M0";"PLN100";"25.4848"
"2015-11";"M0";"RUB1";"0.0155"
"2015-11";"M0";"SEK100";"11.6286"
"2015-11";"M0";"TRY100";"35.08238"
"2015-11";"M0";"USD1";"1.0087"
"2015-11";"M0";"CAD1";"0.7602"
"2015-11";"M0";"ARS1";"10.4914"
"2015-11";"M0";"BRL100";"26.6571"
"2015-11";"M0";"MXN100";"6.0667"
"2015-11";"M0";"ZAR1";"0.0714"
"2015-11";"M0";"JPY100";"0.82297"
"2015-11";"M0";"AUD1";"0.72153"
"2015-11";"M0";"CNY100";"15.86776"
"2015-11";"M0";"HKD100";"13.01549"
"2015-11";"M0";"KRW100";"0.0873"
"2015-11";"M0";"MYR100";"23.3876"
"2015-11";"M0";"NZD1";"0.6619"
"2015-11";"M0";"SGD1";"0.7135"
"2015-11";"M0";"THB100";"2.8173"
"2015-12";"M0";"EUR1";"1.083"
"2015-12";"M0";"GBP1";"1.4925"
"2015-12";"M0";"DKK100";"14.517"
"2015-12";"M0";"NOK100";"11.4609"
"2015-12";"M0";"CZK100";"4.0066"
"2015-12";"M0";"HUF100";"0.3447"
"2015-12";"M0";"PLN100";"25.2574"
"2015-12";"M0";"RUB1";"0.0142"
"2015-12";"M0";"SEK100";"11.7196"
"2015-12";"M0";"TRY100";"34.09435"
"2015-12";"M0";"USD1";"0.9958"
"2015-12";"M0";"CAD1";"0.7271"
"2015-12";"M0";"ARS1";"9.11"
"2015-12";"M0";"BRL100";"25.6957"
"2015-12";"M0";"MXN100";"5.8465"
"2015-12";"M0";"ZAR1";"0.0665"
"2015-12";"M0";"JPY100";"0.81812"
"2015-12";"M0";"AUD1";"0.72187"
"2015-12";"M0";"CNY100";"15.425"
"2015-12";"M0";"HKD100";"12.8466"
"2015-12";"M0";"KRW100";"0.0848"
"2015-12";"M0";"MYR100";"23.2522"
"2015-12";"M0";"NZD1";"0.6718"
"2015-12";"M0";"SGD1";"0.7068"
"2015-12";"M0";"THB100";"2.7637"
"2016-01";"M0";"EUR1";"1.0932"
"2016-01";"M0";"GBP1";"1.4501"
"2016-01";"M0";"DKK100";"14.6357"
"2016-01";"M0";"NOK100";"11.3819"
"2016-01";"M0";"CZK100";"4.0412"
"2016-01";"M0";"HUF100";"0.3477"
"2016-01";"M0";"PLN100";"24.82"
"2016-01";"M0";"RUB1";"0.0131"
"2016-01";"M0";"SEK100";"11.7752"
"2016-01";"M0";"TRY100";"33.43619"
"2016-01";"M0";"USD1";"1.0054"
"2016-01";"M0";"CAD1";"0.7076"
"2016-01";"M0";"ARS1";"7.4229"
"2016-01";"M0";"BRL100";"24.8238"
"2016-01";"M0";"MXN100";"5.6005"
"2016-01";"M0";"ZAR1";"0.0616"
"2016-01";"M0";"JPY100";"0.85025"
"2016-01";"M0";"AUD1";"0.70618"
"2016-01";"M0";"CNY100";"15.38371"
"2016-01";"M0";"HKD100";"12.92541"
"2016-01";"M0";"KRW100";"0.0836"
"2016-01";"M0";"MYR100";"23.1757"
"2016-01";"M0";"NZD1";"0.6576"
"2016-01";"M0";"SGD1";"0.7019"
"2016-01";"M0";"THB100";"2.7811"
"2016-02";"M0";"EUR1";"1.1018"
"2016-02";"M0";"GBP1";"1.4214"
"2016-02";"M0";"DKK100";"14.7648"
"2016-02";"M0";"NOK100";"11.5319"
"2016-02";"M0";"CZK100";"4.0749"
"2016-02";"M0";"HUF100";"0.3554"
"2016-02";"M0";"PLN100";"25.0557"
"2016-02";"M0";"RUB1";"0.0129"
"2016-02";"M0";"SEK100";"11.7205"
"2016-02";"M0";"TRY100";"33.7281"
"2016-02";"M0";"USD1";"0.993"
"2016-02";"M0";"CAD1";"0.7189"
"2016-02";"M0";"ARS1";"6.7633"
"2016-02";"M0";"BRL100";"25.0333"
"2016-02";"M0";"MXN100";"5.3862"
"2016-02";"M0";"ZAR1";"0.063"
"2016-02";"M0";"JPY100";"0.86551"
"2016-02";"M0";"AUD1";"0.70807"
"2016-02";"M0";"CNY100";"15.18605"
"2016-02";"M0";"HKD100";"12.76198"
"2016-02";"M0";"KRW100";"0.0816"
"2016-02";"M0";"MYR100";"23.7424"
"2016-02";"M0";"NZD1";"0.6585"
"2016-02";"M0";"SGD1";"0.7067"
"2016-02";"M0";"THB100";"2.7884"
"2016-03";"M0";"EUR1";"1.0921"
"2016-03";"M0";"GBP1";"1.3975"
"2016-03";"M0";"DKK100";"14.6457"
"2016-03";"M0";"NOK100";"11.577"
"2016-03";"M0";"CZK100";"4.0364"
"2016-03";"M0";"HUF100";"0.351"
"2016-03";"M0";"PLN100";"25.4478"
"2016-03";"M0";"RUB1";"0.014"
"2016-03";"M0";"SEK100";"11.7652"
"2016-03";"M0";"TRY100";"34.03913"
"2016-03";"M0";"USD1";"0.9833"
"2016-03";"M0";"CAD1";"0.7424"
"2016-03";"M0";"ARS1";"6.5774"
"2016-03";"M0";"BRL100";"26.5296"
"2016-03";"M0";"MXN100";"5.5696"
"2016-03";"M0";"ZAR1";"0.0637"
"2016-03";"M0";"JPY100";"0.87058"
"2016-03";"M0";"AUD1";"0.7364"
"2016-03";"M0";"CNY100";"15.07735"
"2016-03";"M0";"HKD100";"12.66932"
"2016-03";"M0";"KRW100";"0.083"
"2016-03";"M0";"MYR100";"24.1552"
"2016-03";"M0";"NZD1";"0.6616"
"2016-03";"M0";"SGD1";"0.7156"
"2016-03";"M0";"THB100";"2.7905"
"2016-04";"M0";"EUR1";"1.0931"
"2016-04";"M0";"GBP1";"1.379"
"2016-04";"M0";"DKK100";"14.6867"
"2016-04";"M0";"NOK100";"11.7281"
"2016-04";"M0";"CZK100";"4.0435"
"2016-04";"M0";"HUF100";"0.3509"
"2016-04";"M0";"PLN100";"25.3724"
"2016-04";"M0";"RUB1";"0.0145"
"2016-04";"M0";"SEK100";"11.8748"
"2016-04";"M0";"TRY100";"33.97571"
"2016-04";"M0";"USD1";"0.964"
"2016-04";"M0";"CAD1";"0.7509"
"2016-04";"M0";"ARS1";"6.6895"
"2016-04";"M0";"BRL100";"27.1"
"2016-04";"M0";"MXN100";"5.5124"
"2016-04";"M0";"ZAR1";"0.0659"
"2016-04";"M0";"JPY100";"0.87581"
"2016-04";"M0";"AUD1";"0.73899"
"2016-04";"M0";"CNY100";"14.87981"
"2016-04";"M0";"HKD100";"12.42746"
"2016-04";"M0";"KRW100";"0.084"
"2016-04";"M0";"MYR100";"24.7124"
"2016-04";"M0";"NZD1";"0.6643"
"2016-04";"M0";"SGD1";"0.714"
"2016-04";"M0";"THB100";"2.747"
"2016-05";"M0";"EUR1";"1.1054"
"2016-05";"M0";"GBP1";"1.42"
"2016-05";"M0";"DKK100";"14.8595"
"2016-05";"M0";"NOK100";"11.8741"
"2016-05";"M0";"CZK100";"4.0896"
"2016-05";"M0";"HUF100";"0.3515"
"2016-05";"M0";"PLN100";"25.0895"
"2016-05";"M0";"RUB1";"0.0149"
"2016-05";"M0";"SEK100";"11.8982"
"2016-05";"M0";"TRY100";"33.26864"
"2016-05";"M0";"USD1";"0.9772"
"2016-05";"M0";"CAD1";"0.7557"
"2016-05";"M0";"ARS1";"6.9145"
"2016-05";"M0";"BRL100";"27.6864"
"2016-05";"M0";"MXN100";"5.3923"
"2016-05";"M0";"ZAR1";"0.0638"
"2016-05";"M0";"JPY100";"0.89737"
"2016-05";"M0";"AUD1";"0.71507"
"2016-05";"M0";"CNY100";"14.98445"
"2016-05";"M0";"HKD100";"12.58771"
"2016-05";"M0";"KRW100";"0.0831"
"2016-05";"M0";"MYR100";"24.1495"
"2016-05";"M0";"NZD1";"0.6646"
"2016-05";"M0";"SGD1";"0.7135"
"2016-05";"M0";"THB100";"2.7585"
